category,id,english,italian
monsters,501,Pink Sanguini,Sanguonicum
monsters,502,Genie Sanguini,Sanguinigenio
monsters,503,Ruin,Rovina
monsters,504,Goresby-Purrvis,Generale Pardus
monsters,505,Goreham-Hogg,Generale Soinos
monsters,506,Wulfspade Ace,Lupicche Asso
monsters,507,Hawkhart Ace,Cuordifalco Asso
monsters,508,Cluboon Ace,Fiorango Asso
monsters,509,Diamagon Ace,Quadrago Asso
monsters,510,Mumboh-Jumboe,Mambu-Jambo
monsters,511,Atlas,Atlas
monsters,513,Better ,X
monsters,514,Best ,XY
moves,0,Attack,Attacco!
moves,1,Defend,Difesa!
moves,2,Tension,Carica!
moves,3,High Tension,Alta tensione
moves,4,Super High Tension,Tensione alle stelle
moves,5,Flee,Fuggi
moves,6,Nothing,Non fare niente
moves,8,Giga Cross Break,Tempesta X
moves,9,S9,Esplosione del domatore
moves,10,Heaven Slash,Fendente impeccabile
moves,11,S11,Fendente cosmico
moves,12,Aurora Breath,Respiro dell'aurora
moves,13,Calamity,Cataclisma
moves,14,Kazapple,Fulmine supremo
moves,15,Disrupt,Fenditura dimensionale
moves,16,Frizz,Fiamma
moves,17,Frizzle,Superfiamma
moves,18,Kafrizz,Megafiamma
moves,19,Kafrizzle,Fiamma suprema
moves,20,Bang,Bang
moves,21,Boom,Superbang
moves,22,Kaboom,Megabang
moves,23,Kaboomle,Bang supremo
moves,24,Woosh,Vento
moves,25,Swoosh,Supervento
moves,26,Kaswoosh,Megavento
moves,27,Kaswooshle,Vento supremo
moves,28,Crack,Gelo
moves,29,Crackle,Supergelo
moves,30,Kacrack,Megagelo
moves,31,Kacrackle,Gelo supremo
moves,32,Zap,Fulmine
moves,33,Zapple,Superfulmine
moves,34,Kazap,Megafulmine
moves,35,Kazapple,Fulmine supremo
moves,36,Zam,Elektron
moves,37,Zammle,Superelektron
moves,38,Kazam,Megaelektron
moves,39,Kazammle,Elektron supremo
moves,40,NoSelf Seal,Sigillo del capro espiatorio
moves,41,Smelly Slash,Fendente guardiano
moves,42,Death Blow,Sigillo zero
moves,43,Giga Drain Magic,Superpickmagic
moves,44,Whack,Morte rapida
moves,45,Thwack,Due in un colpo
moves,46,Kamikaze,Kamikaze
moves,47,Heal,Cura
moves,48,Midheal,Medicura
moves,49,Fullheal,Megacura
moves,50,Multiheal,Multicura
moves,51,Omniheal,Omnicura
moves,52,Share Magic,Magidò
moves,53,Give Magic,Donamagia
moves,54,Zing,Lazzaro
moves,55,Kazing,Resurge
moves,56,Kerplunk,Sacrificio finale
moves,57,Squelch,Detox
moves,58,Tingle,Solletico
moves,59,Oomph,Ooomph
moves,60,Oomphle,Multiooomph
moves,61,Sag,Depotenzia
moves,62,Kasag,Multidepotenzia
moves,63,Buff,Mono superdifesa
moves,64,Kabuff,Poli superdifesa
moves,65,Sap,Debilis
moves,66,Kasap,Iperdebilis
moves,67,Accelerate,Velocipiù
moves,68,Acceleratle,Accelerazione
moves,69,Decelerate,Velocimeno
moves,70,Deceleratle,Decelerazione
moves,71,Ping,Intellygo
moves,72,Kaping,Multintellygo
moves,73,Dim,Stoopid
moves,74,Kadim,Omnistoopid
moves,75,Dazzle,Illusyo
moves,76,Snooze,Ninnananna
moves,77,Kasnooze,Super ninnananna
moves,78,Drain Magic,Rubamagia
moves,79,Fizzle,Contromagia
moves,80,Kafizzle,Bloccamagia
moves,81,Bounce,Specchio riflesso
moves,82,Fuddle,Caos
moves,83,Kafuddle,Multicaos
moves,84,Clang,Rintocco
moves,85,Insulatle,Isolamento termico
moves,86,Insulate,Monoisolamento termico
moves,87,Fire Breath,Respiro caldo
moves,88,Flame Breath,Respiro incendiario
moves,89,Inferno,Inferi
moves,90,Scorch,Bruchor
moves,91,Cool Breath,Alito di ghiaccio
moves,92,Chilly Breath,Respiro congelante
moves,93,Cold Blizzard,Tempesta gelida
moves,94,C-C-Cold Breath,Respiro g-ghiacciato
moves,95,Magic Burst,Esplosione magica
moves,96,Magic Barrier,Barriera magica
moves,97,Magic Frailty,Magifragilis
moves,98,Flame Slash,Fendente di fuoco
moves,99,Inferno Slash,Fendente infernale
moves,100,Boom Slash,Fendente bomba
moves,101,Kaboom Slash,Fendente esplosivo
moves,102,Gust Slash,Fendente eolico
moves,103,Gale Slash,Fendente del tornado
moves,104,Charring Slash,Fendente demoniaco
moves,105,Singeing Slash,Fendente flambé
moves,106,Frost Slash,Fendente freddo
moves,107,Blizzard Slash,Fendente gelido
moves,108,Hallowed Slash,Fendente divino
moves,109,Sacred Slash,Fendente sacro
moves,110,Shade Slash,Fendente oscuro
moves,111,Shadow Slash,Fendente dell'ombra
moves,112,Metal Slash,Spaccametallo
moves,113,Dragon Slash,Colpo del drago
moves,114,ZodianZap,Schiacciamisteri
moves,115,Multi Slash,Multicolpo
moves,116,Giga Slash,Mega fendente
moves,117,Gigagash,Giga fendente
moves,118,Helmet Splitter,Spaccaelmo
moves,119,Hatchet Man,Colpo del sicario
moves,120,Assassin`s Stab,Pugnalata dell'assassino
moves,121,Double-edge Slash,Fendente traditore
moves,122,Heart Break,Spezzacuore
moves,123,Penny Pinch,Colpo del ladro
moves,124,Klepto Clob,Attacco cleptomane
moves,125,Poison,Stoccata velenosa
moves,126,Venom,Raffica velenosa
moves,127,Para,Pugno paralizzante
moves,128,Sleep,Calzino del sonno
moves,129,Conf,Colpo sconcertante
moves,130,Weakening,Botta indebolente
moves,131,Slowing,Colpo rallentante
moves,132,Stupefying Strike,Colpo scioccante
moves,133,Breathtaking Bash,Mozzafiato
moves,134,Breakdance Beat,Ritmo spezza-danza
moves,135,Blinding Blow,Ipoprecisione
moves,136,Boulder Dash,Pioggia di pietre
moves,137,Boulder Bash,Lanciaroccia
moves,138,Waterspout,Schizzetto
moves,139,Geyser,Geyser
moves,140,Spark,Scintilla
moves,141,Lightning,Saetta
moves,142,Singe,Scottyno
moves,143,Sear,Vampa
moves,144,Boulder Toss,Lancio del masso
moves,145,Tidal Wave,Megaonda
moves,146,Lightning Storm,Tempesta di saette
moves,147,Cremate,Inceneritore
moves,148,Counter,Contrattacco
moves,149,Defense Champ,Difesa poderosa
moves,150,Double Up,Doppio rischio
moves,151,One-on-One,Ultimo sangue
moves,152,Body Slam,Attacco frontale
moves,153,Sweet Breath,Dolce respiro
moves,154,Burning Breath,Respiro di fuoco
moves,155,Poison Breath,Alito velenoso
moves,156,Venom Breath,Respiro letale
moves,157,Bemusing Breath,Alito del caos
moves,158,Weird Dance,Strandanza
moves,159,Tap Dance,Danza magica
moves,160,Fuddle Dance,Danza del caos
moves,161,Death Dance,Danza della morte
moves,162,Sultry Dance,Danza della passione
moves,163,Kerplunk Dance,Danza sacrificale
moves,164,Hustle Dance,Danza rinvigorente
moves,165,Dodgy Dance,Danza evasiva
moves,166,Sandstorm,Tempesta di sabbia
moves,167,Dazzle flash,Danzaluce
moves,168,Spooky Aura,Aura mostruosa
moves,169,Wave of Relief,Onda guaritrice
moves,170,Wave of Panic,Vento di terrore
moves,171,Disruptive Wave,Onda distruttrice
moves,172,Deep Breath,Respiro profondo
moves,173,Tongue Lashing,Colpo di lingua
moves,174,War Cry,Grido di guerra
moves,175,Ban Dance,Danza ipnotica
moves,176,Gobstopper,Boccachiusa
moves,177,Brake Wind,Ventofresh
moves,178,Mist Me,Nebbiamica
moves,179,Blowback,Respiro riflesso
moves,180,Meditation,Meditazione
moves,181,Salvation,Canto salvifico
moves,182,Rain,Pioggia Amor Seco
moves,183,Critical Miss,Zero critico
moves,184,Reheal,Cura perpetua
moves,185,Mercurial,Colpo perforante
moves,186,Predict slash,Fendente contrattacco
moves,187,Predict strike,Contrattacco marziale
moves,188,Predict cast,Contromagia
moves,189,Predict breath,Controrespiro
moves,190,Predict dance,Controdanza
moves,191,Huge Magic Burst,Mega esplosione magica
moves,192,Break Seal,Blocca-sigilli
moves,193,Tension Passer,Trasferitensione
moves,194,Anchor,Colpo in ritardo
moves,195,S195,Valzer funesto
moves,196,S196,Fendicielo
moves,197,S197,Fendimare
moves,198,S198,Fenditerra
moves,199,S199,Tiro lucente
moves,200,Take this,Prendi questo!
moves,201,Wicked Dance,Danza degli inferi
moves,202,S202,Fendente Damore
moves,203,is confused,Ancora confuso!
moves,204,Is confused,Ancora confuso!
moves,205,cowers,Trema di paura!
moves,206,wait,Valutazione della situazione.
moves,207,is dazed,Fissa il vuoto.
moves,208,is hesitant,Non sa cosa fare!
moves,209,Mental Concentration,Hocus Pocus
moves,210,Glob,GLOBLITERA TUTTI GLI INTRUSI!
moves,211,Odd,L'Esplo-sasso si comporta in modo strano!
moves,212,Wave,Megagravitas!
moves,214,Salvation,Canto salvifico
moves,215,Rain,Pioggia Amor Seco
moves,216,Gulp,Glu glu!
moves,217,Frenzy,Foga furiosa
